Country,geo_x,fuel,nrg_bal,unit,Year,Consumption,Population,Consumption_per_capita_TOE
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2015,86846.978,77695904.0,1.1177806490288085
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2016,90317.972,78741053.0,1.1470251991677074
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2017,100511.818,79814871.0,1.2593119144426106
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2018,98633.029,80810525.0,1.2205468161480204
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2019,99100.378,82003882.0,1.2084839837216488
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2020,101143.571,83154997.0,1.216325833070501
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2021,109801.743,83614362.0,1.313192379557952
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2022,108196.107,84680273.0,1.2777014429322873
Turkey,TR,Total (all energy products combined),FC_E,KTOE,2023,110242.861,85279553.0,1.292723251023607
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2013,65144.066,45372692.0,1.4357549250108412
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2014,57893.824,45245894.0,1.279537630530629
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2015,47488.152,42759661.0,1.1105829861466863
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2016,48826.188,42590879.0,1.1464001012986842
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2017,47345.792,42414905.0,1.1162536377247574
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2018,48417.734,42216766.0,1.1468840128587774
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2019,46886.431,41983564.0,1.116780628724136
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2020,44184.237,41732779.0,1.058741786642102
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2021,44184.237,41418717.0,1.0667698132706525
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2022,44184.237,40997698.0,1.0777248273793323
Ukraine,UA,Total (all energy products combined),FC_E,KTOE,2023,44184.237,40997698.0,1.0777248273793323
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2013,123395.413,63905342.0,1.930909203177412
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2014,116594.037,64351203.0,1.8118392751725247
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2015,120063.341,64853393.0,1.8513039248385972
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2016,121886.092,65379044.0,1.8642990864167424
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2017,120950.747,65844142.0,1.8369249461857973
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2018,122583.69,66273576.0,1.8496616207943872
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2019,121414.483,66647112.0,1.821751601179658
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2020,121414.483,67025542.0,1.811465888630934
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2021,121414.483,67025542.0,1.811465888630934
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2022,121414.483,67025542.0,1.811465888630934
United Kingdom,UK,Total (all energy products combined),FC_E,KTOE,2023,121414.483,67025542.0,1.811465888630934
