freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FC_E,G3000,KTOE,SI	540.628 	518.057 	557.954 	598.388 	610.331 	597.578 	591.747 	579.049 	616.623 	555.025 	522.941 	548.378 
A,FC_E,G3000,KTOE,SK	2996.303 	2468.917 	2480.267 	2559.652 	2749.549 	2648.119 	2564.876 	2427.134 	2701.016 	2448.746 	2251.827 	2255.501 
A,FC_E,G3000,KTOE,TR	18875.903 	19413.822 	21151.806 	21150.860 	24763.110 	24057.437 	25372.946 	25983.330 	29030.877 	29065.270 	27431.514 	: 
A,FC_E,G3000,KTOE,UA	20956.728 	18317.218 	13796.561 	13896.797 	13802.721 	13717.501 	12017.984 	11007.828 	: 	: 	: 	: 
A,FC_E,G3000,KTOE,UK	42686.414 	36384.367 	37700.113 	38664.196 	37810.065 	39474.713 	39311.416 	: 	: 	: 	: 	: 
A,FC_E,G3000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,AT	1727.186 	1597.816 	1660.358 	1732.028 	1801.457 	1708.110 	1704.869 	1718.092 	1878.911 	1700.242 	1660.996 	1680.467 
A,FC_E,H8000,KTOE,BA	: 	110.156 	124.152 	126.111 	127.257 	126.899 	122.480 	128.451 	131.700 	124.678 	121.119 	: 
A,FC_E,H8000,KTOE,BE	525.564 	488.753 	488.758 	469.846 	391.105 	425.449 	454.517 	443.105 	455.904 	396.556 	344.784 	317.371 
A,FC_E,H8000,KTOE,BG	907.208 	901.834 	817.976 	783.032 	658.588 	539.889 	540.902 	552.021 	575.219 	555.745 	544.080 	545.434 
A,FC_E,H8000,KTOE,CY	1.003 	1.075 	1.218 	1.194 	1.287 	1.286 	1.229 	0.887 	0.888 	0.959 	0.863 	0.814 
A,FC_E,H8000,KTOE,CZ	2282.029 	2010.103 	2030.978 	2105.283 	2138.784 	2070.133 	2029.548 	1980.026 	2153.554 	1973.915 	1732.813 	1684.575 
A,FC_E,H8000,KTOE,DE	10385.402 	9148.849 	9593.890 	9780.931 	9806.200 	9567.784 	9637.551 	8940.599 	9834.647 	8915.905 	8587.346 	8682.741 
A,FC_E,H8000,KTOE,DK	2547.650 	2315.181 	2464.189 	2552.373 	2573.207 	2571.706 	2513.111 	2446.325 	2688.443 	2462.331 	2541.808 	2592.150 
A,FC_E,H8000,KTOE,EE	466.036 	438.951 	430.615 	472.366 	475.877 	481.633 	464.460 	461.211 	479.197 	500.005 	484.725 	477.668 
A,FC_E,H8000,KTOE,EL	41.511 	49.513 	49.990 	39.744 	38.800 	40.894 	38.523 	39.944 	35.776 	27.383 	25.576 	24.090 
A,FC_E,H8000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	48.319 
A,FC_E,H8000,KTOE,EU27_2020	48118.944 	44507.668 	45110.400 	46872.897 	47102.680 	46023.715 	45944.767 	43889.644 	45630.771 	42202.644 	40433.489 	40271.290 
A,FC_E,H8000,KTOE,FI	4075.499 	3982.708 	3830.491 	4113.691 	4031.838 	4012.969 	3924.477 	3628.786 	4129.216 	3924.358 	3892.018 	3833.214 
A,FC_E,H8000,KTOE,FR	2951.530 	2797.295 	3101.148 	3477.220 	3601.244 	3515.605 	3703.142 	3591.082 	4160.578 	3988.235 	3756.224 	3697.592 
A,FC_E,H8000,KTOE,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,FC_E,H8000,KTOE,HR	231.155 	193.011 	212.000 	222.461 	230.804 	225.803 	239.199 	253.112 	273.283 	248.206 	234.384 	221.981 
A,FC_E,H8000,KTOE,HU	1041.368 	906.683 	984.881 	1064.321 	1050.611 	983.735 	975.900 	986.219 	1063.915 	958.202 	863.953 	870.283 
A,FC_E,H8000,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,H8000,KTOE,IS	534.872 	562.888 	600.697 	666.382 	643.600 	805.566 	729.862 	787.981 	798.387 	771.504 	806.005 	: 
A,FC_E,H8000,KTOE,IT	3701.968 	3746.895 	3851.366 	3950.010 	4113.852 	4102.855 	4154.982 	3878.961 	1547.464 	1493.806 	1429.741 	1531.621 
A,FC_E,H8000,KTOE,LT	847.616 	839.424 	798.390 	833.811 	920.632 	910.027 	845.873 	737.174 	893.093 	736.171 	708.274 	747.946 
A,FC_E,H8000,KTOE,LU	73.307 	55.637 	51.288 	52.573 	59.030 	66.769 	85.562 	120.577 	129.600 	113.915 	106.142 	115.624 
A,FC_E,H8000,KTOE,LV	518.248 	504.896 	503.989 	581.160 	604.779 	601.755 	580.976 	554.808 	643.488 	564.528 	523.886 	528.986 
A,FC_E,H8000,KTOE,MD	213.624 	209.874 	202.302 	214.078 	203.568 	214.078 	195.280 	189.309 	215.964 	180.161 	170.918 	: 
A,FC_E,H8000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,MK	43.542 	40.413 	46.073 	46.050 	49.931 	46.530 	43.135 	46.095 	56.935 	44.174 	44.587 	: 
A,FC_E,H8000,KTOE,MT	0.024 	0.024 	0.143 	0.072 	0.000 	0.010 	0.021 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,H8000,KTOE,NL	2693.322 	2605.689 	2265.244 	2202.618 	2094.766 	2003.503 	2075.748 	1903.611 	2009.661 	1846.786 	1644.491 	1714.595 
A,FC_E,H8000,KTOE,NO	409.176 	389.293 	420.707 	455.903 	476.442 	499.272 	497.673 	455.226 	558.120 	528.844 	591.268 	: 
A,FC_E,H8000,KTOE,PL	5953.807 	5446.666 	5462.262 	5669.127 	5817.119 	5595.129 	5577.338 	5602.444 	5974.038 	5625.620 	5197.535 	4968.154 
A,FC_E,H8000,KTOE,PT	351.939 	269.968 	243.647 	211.307 	205.515 	230.208 	247.219 	225.384 	200.528 	156.101 	97.909 	79.105 
A,FC_E,H8000,KTOE,RO	1413.896 	1269.012 	1273.407 	1283.486 	1263.638 	1244.053 	1102.964 	1022.004 	1037.570 	901.854 	835.151 	840.969 
A,FC_E,H8000,KTOE,RS	717.636 	620.760 	716.251 	729.674 	751.189 	738.425 	687.391 	752.049 	782.567 	701.760 	700.304 	: 
A,FC_E,H8000,KTOE,SE	4456.052 	4174.119 	4192.701 	4430.209 	4373.125 	4388.172 	4327.362 	4084.026 	4691.268 	4414.947 	4600.459 	4457.211 
A,FC_E,H8000,KTOE,SI	182.980 	153.936 	169.222 	174.501 	181.056 	175.428 	171.740 	172.982 	186.276 	161.238 	145.768 	145.705 
A,FC_E,H8000,KTOE,SK	742.644 	609.630 	632.249 	669.533 	669.366 	560.810 	547.554 	546.264 	588.254 	535.636 	474.563 	464.675 
A,FC_E,H8000,KTOE,TR	1212.525 	1156.253 	991.115 	927.654 	1034.220 	993.911 	1026.813 	1089.156 	1035.743 	939.302 	807.164 	: 
A,FC_E,H8000,KTOE,UA	11704.739 	8934.723 	7528.685 	8336.008 	7839.615 	7523.264 	7179.292 	7176.603 	: 	: 	: 	: 
A,FC_E,H8000,KTOE,UK	1192.414 	1154.748 	1236.465 	1239.335 	1270.792 	1267.381 	1244.228 	: 	: 	: 	: 	: 
A,FC_E,H8000,KTOE,XK	3.678 	4.084 	9.506 	13.447 	14.605 	14.772 	14.781 	17.738 	19.625 	19.499 	19.290 	: 
A,FC_E,N900H,KTOE,AL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,AT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,BA	: 	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,BE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,BG	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,CY	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,CZ	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,DE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,DK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,EE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,EL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,ES	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,FI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,FR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,GE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 
A,FC_E,N900H,KTOE,HR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,HU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,IE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,IS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,IT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,LT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,LU	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,LV	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,MD	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,ME	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,MK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,MT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,NL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,NO	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,PL	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,PT	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,RO	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,RS	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,SE	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,SI	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,SK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m
A,FC_E,N900H,KTOE,TR	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,N900H,KTOE,UA	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,FC_E,N900H,KTOE,UK	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,FC_E,N900H,KTOE,XK	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: 
A,FC_E,O4000XBIO,KTOE,AL	1083.115 	1174.298 	1103.230 	1091.773 	1176.753 	1081.972 	1101.217 	867.876 	937.393 	954.686 	871.766 	: 
A,FC_E,O4000XBIO,KTOE,AT	9198.966 	8884.901 	9072.564 	9277.997 	9490.563 	9447.219 	9470.003 	8465.779 	8859.720 	8455.808 	8014.534 	7650.013 
A,FC_E,O4000XBIO,KTOE,BA	: 	1201.431 	1255.954 	1451.213 	1475.349 	1436.026 	1498.510 	1390.078 	1570.119 	1509.663 	1517.821 	: 
A,FC_E,O4000XBIO,KTOE,BE	13867.408 	13207.960 	14190.917 	13818.460 	13328.186 	13348.000 	12814.032 	11832.141 	12374.549 	11998.662 	11911.913 	12056.247 
A,FC_E,O4000XBIO,KTOE,BG	2617.657 	2894.860 	3193.997 	3236.207 	3373.980 	3543.964 	3640.492 	3424.627 	3662.626 	3738.210 	3738.979 	3896.778 
A,FC_E,O4000XBIO,KTOE,CY	925.113 	919.638 	937.759 	975.140 	999.544 	949.683 	974.011 	877.077 	876.512 	887.875 	904.508 	921.752 
A,FC_E,O4000XBIO,KTOE,CZ	5893.374 	6153.849 	6420.255 	6484.703 	6634.261 	6700.554 	6745.385 	6359.864 	6789.031 	6936.578 	7108.858 	7371.463 
A,FC_E,O4000XBIO,KTOE,DE	75296.175 	73692.485 	73037.098 	73583.510 	73663.022 	70163.765 	72450.080 	67597.044 	62882.326 	64186.076 	61598.655 	60599.945 
A,FC_E,O4000XBIO,KTOE,DK	5226.932 	5120.193 	5186.982 	5295.549 	5334.021 	5367.407 	5258.791 	4917.126 	5001.267 	5051.361 	4899.443 	4407.283 
A,FC_E,O4000XBIO,KTOE,EE	921.453 	932.291 	965.431 	978.019 	987.340 	990.321 	978.391 	907.961 	890.668 	944.163 	942.287 	1011.600 
A,FC_E,O4000XBIO,KTOE,EL	7928.891 	8031.938 	8566.953 	8616.199 	8329.243 	8071.870 	8235.008 	7351.318 	7448.481 	8332.695 	8149.625 	8346.942 
A,FC_E,O4000XBIO,KTOE,ES	35717.897 	35238.755 	36718.331 	37951.765 	38805.804 	39542.316 	39481.929 	32556.575 	36784.343 	38527.700 	37138.160 	37927.745 
A,FC_E,O4000XBIO,KTOE,EU27_2020	339648.338 	334340.983 	339464.005 	344114.559 	346870.948 	345332.236 	346647.257 	310556.467 	326182.557 	332410.592 	326111.477 	328658.094 
A,FC_E,O4000XBIO,KTOE,FI	6444.361 	6024.601 	5951.291 	6394.866 	6129.899 	6133.444 	5931.554 	5588.929 	5309.652 	5261.802 	4910.416 	5021.277 
A,FC_E,O4000XBIO,KTOE,FR	59137.809 	57020.728 	57461.864 	56876.637 	56730.273 	55205.308 	54529.085 	47749.461 	52659.608 	52807.134 	50681.915 	50730.183 
A,FC_E,O4000XBIO,KTOE,GE	895.268 	952.150 	1091.430 	1317.569 	1184.224 	1152.531 	1206.235 	1168.139 	1261.466 	1266.090 	: 	: 
A,FC_E,O4000XBIO,KTOE,HR	2559.639 	2494.921 	2629.973 	2695.117 	2849.914 	2753.969 	2741.889 	2452.721 	2595.250 	2795.737 	3105.275 	3356.685 
A,FC_E,O4000XBIO,KTOE,HU	4155.837 	4549.981 	4963.523 	5022.485 	5299.743 	5660.919 	5873.447 	5270.607 	5711.827 	5917.621 	5502.329 	5468.880 
A,FC_E,O4000XBIO,KTOE,IE	5566.395 	5494.568 	5603.630 	5877.593 	5776.760 	5968.571 	5929.196 	5454.911 	5559.811 	5634.131 	5601.275 	5620.586 
A,FC_E,O4000XBIO,KTOE,IS	529.994 	544.332 	545.139 	536.656 	549.655 	558.696 	538.689 	474.855 	507.772 	518.480 	504.531 	: 
A,FC_E,O4000XBIO,KTOE,IT	40769.015 	41248.873 	41171.807 	40531.714 	38265.108 	39397.988 	38919.938 	32230.636 	38249.056 	40239.131 	40217.377 	40917.903 
A,FC_E,O4000XBIO,KTOE,LT	1555.327 	1719.009 	1785.673 	1911.884 	2004.672 	2121.232 	2207.542 	2149.020 	2142.058 	2132.189 	2195.650 	2278.221 
A,FC_E,O4000XBIO,KTOE,LU	2372.817 	2242.276 	2146.071 	2089.349 	2147.719 	2262.722 	2309.167 	1819.318 	1916.639 	1667.922 	1627.177 	1549.675 
A,FC_E,O4000XBIO,KTOE,LV	1174.169 	1214.237 	1265.748 	1272.907 	1340.077 	1345.942 	1334.464 	1283.737 	1321.215 	1315.962 	1333.772 	1245.301 
A,FC_E,O4000XBIO,KTOE,MD	701.097 	716.148 	757.670 	807.825 	837.963 	874.623 	905.217 	858.448 	942.324 	933.959 	925.423 	: 
A,FC_E,O4000XBIO,KTOE,ME	235.420 	232.694 	251.301 	279.809 	309.882 	327.614 	343.938 	299.172 	374.762 	373.676 	372.960 	: 
A,FC_E,O4000XBIO,KTOE,MK	804.903 	800.869 	854.221 	903.753 	910.731 	906.830 	980.194 	903.097 	984.999 	966.278 	984.541 	: 
A,FC_E,O4000XBIO,KTOE,MT	242.371 	249.498 	267.006 	263.113 	269.152 	281.140 	301.271 	261.203 	276.633 	322.718 	306.085 	313.292 
A,FC_E,O4000XBIO,KTOE,NL	14228.684 	13383.318 	13494.784 	13846.417 	14010.274 	14090.429 	13661.437 	12496.061 	12344.118 	12083.002 	12418.611 	12460.621 
A,FC_E,O4000XBIO,KTOE,NO	6625.642 	6582.202 	6549.440 	6427.805 	6230.415 	6299.974 	6050.372 	5832.775 	5989.691 	6055.837 	5860.730 	: 
A,FC_E,O4000XBIO,KTOE,PL	18039.601 	17979.240 	18645.538 	20944.192 	24134.599 	24843.170 	25426.775 	24384.458 	26175.513 	26287.070 	26431.092 	26475.858 
A,FC_E,O4000XBIO,KTOE,PT	6792.670 	6855.325 	6900.085 	6928.269 	7061.706 	7079.636 	7173.431 	6250.025 	6515.556 	6862.654 	7162.253 	7060.277 
A,FC_E,O4000XBIO,KTOE,RO	6401.581 	6589.990 	6768.390 	7068.552 	7571.555 	7876.257 	8257.951 	7925.892 	8449.610 	8997.946 	9351.533 	9545.373 
A,FC_E,O4000XBIO,KTOE,RS	2584.262 	2596.315 	2540.677 	2625.187 	2653.926 	2661.550 	2832.262 	2608.464 	2914.768 	3240.342 	3115.654 	: 
A,FC_E,O4000XBIO,KTOE,SE	8289.750 	7969.965 	7897.680 	7623.552 	7422.940 	7130.971 	7049.758 	6511.363 	6633.265 	6004.874 	5997.720 	7225.088 
A,FC_E,O4000XBIO,KTOE,SI	2217.148 	2157.326 	2140.619 	2258.250 	2271.029 	2269.949 	2188.421 	1860.541 	2023.070 	2226.063 	2095.260 	2199.938 
A,FC_E,O4000XBIO,KTOE,SK	2107.298 	2070.257 	2080.036 	2292.113 	2639.564 	2785.490 	2763.809 	2578.072 	2730.153 	2795.508 	2766.775 	2720.705 
A,FC_E,O4000XBIO,KTOE,TR	24563.786 	25861.101 	28671.118 	30767.238 	36218.259 	36239.054 	35289.374 	34559.310 	37042.075 	37491.316 	39929.990 	: 
A,FC_E,O4000XBIO,KTOE,UA	11286.376 	9643.496 	8726.194 	8945.443 	9025.891 	9149.107 	9761.517 	8612.265 	: 	: 	: 	: 
A,FC_E,O4000XBIO,KTOE,UK	45916.996 	46443.693 	47758.996 	48636.319 	49020.731 	48387.497 	47462.758 	: 	: 	: 	: 	: 
A,FC_E,O4000XBIO,KTOE,XK	459.975 	511.943 	621.419 	620.867 	669.740 	682.479 	699.336 	686.631 	739.480 	684.419 	739.927 	: 
A,FC_E,P1000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,AT	0.210 	0.210 	0.210 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,BA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,EE	4.720 	4.357 	3.267 	1.700 	0.000 	0.000 	0.000 	0.000 	0.000 	1.939 	2.290 	0.888 
A,FC_E,P1000,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,EU27_2020	490.807 	483.665 	459.346 	446.178 	432.658 	462.112 	435.331 	379.126 	358.102 	304.884 	253.868 	248.705 
A,FC_E,P1000,KTOE,FI	223.063 	239.227 	224.438 	211.272 	204.238 	218.373 	209.708 	154.902 	139.888 	101.800 	81.113 	90.268 
A,FC_E,P1000,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,FC_E,P1000,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.368 	0.000 	0.000 
A,FC_E,P1000,KTOE,IE	218.144 	200.301 	201.005 	197.304 	188.705 	196.957 	183.493 	189.346 	180.370 	160.568 	139.771 	127.704 
A,FC_E,P1000,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,LT	30.021 	26.247 	18.645 	22.381 	24.248 	28.072 	21.923 	14.521 	17.280 	19.962 	13.324 	7.582 
A,FC_E,P1000,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,LV	0.480 	0.720 	0.240 	0.720 	0.285 	0.758 	0.897 	0.672 	1.123 	0.923 	1.319 	2.685 
A,FC_E,P1000,KTOE,MD	0.000 	0.000 	0.284 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.085 	0.000 	: 
A,FC_E,P1000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,RO	7.978 	6.928 	8.188 	9.448 	11.829 	14.857 	14.667 	16.332 	17.635 	18.034 	14.761 	18.857 
A,FC_E,P1000,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,SE	6.191 	5.675 	3.353 	3.353 	3.353 	3.095 	4.643 	3.353 	1.806 	1.290 	1.290 	0.721 
A,FC_E,P1000,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,UA	67.993 	23.911 	48.365 	64.570 	124.103 	109.122 	140.268 	35.295 	: 	: 	: 	: 
A,FC_E,P1000,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_E,P1000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,RA000,KTOE,AL	213.385 	231.414 	246.971 	274.980 	254.363 	282.559 	290.201 	272.546 	268.415 	288.404 	298.236 	: 
A,FC_E,RA000,KTOE,AT	4218.962 	4059.297 	4251.901 	4289.878 	4301.873 	4103.680 	4155.989 	4092.573 	4553.715 	4536.933 	4838.421 	4919.532 
A,FC_E,RA000,KTOE,BA	: 	396.054 	500.717 	497.746 	401.377 	1126.835 	1175.125 	1240.461 	1185.701 	1281.220 	1225.980 	: 
A,FC_E,RA000,KTOE,BE	1826.347 	1737.549 	1687.888 	1963.627 	1969.105 	1989.318 	1968.810 	2133.938 	2473.391 	2481.128 	2524.443 	2481.097 
A,FC_E,RA000,KTOE,BG	1254.901 	1196.208 	1291.912 	1347.743 	1378.638 	1400.175 	1424.833 	1550.242 	1479.728 	1476.037 	1392.344 	1281.231 
A,FC_E,RA000,KTOE,CY	107.958 	105.904 	117.142 	120.154 	135.657 	192.633 	197.276 	222.822 	227.250 	225.892 	218.920 	212.456 
A,FC_E,RA000,KTOE,CZ	2679.405 	2779.043 	2833.232 	2905.948 	2931.386 	2996.358 	3242.387 	3378.053 	3651.136 	3582.852 	3375.584 	3373.461 
A,FC_E,RA000,KTOE,DE	16948.110 	15526.945 	15582.999 	15387.890 	15779.610 	16459.765 	16648.554 	17164.247 	17988.432 	18857.166 	16936.822 	16893.734 
A,FC_E,RA000,KTOE,DK	1464.808 	1445.079 	1603.985 	1692.541 	1670.326 	1659.791 	1634.686 	1631.587 	1709.244 	1492.827 	1590.338 	1615.074 
A,FC_E,RA000,KTOE,EE	477.740 	482.311 	488.779 	417.847 	435.600 	461.260 	440.191 	477.333 	474.693 	480.376 	454.961 	759.686 
